average_price,total_volume,geography
0.76,196696.68,Columbus
0.65,1554164.45,Dallas/Ft. Worth
0.97,866144.97,Denver
0.9,398181.71,Detroit
1.37,151814.94,Grand Rapids
0.9,3598053.94,Great Lakes
0.98,293690.65,Harrisburg/Scranton
1.38,271692.95,Hartford/Springfield
0.68,1324464.4,Houston
0.83,201456.71,Indianapolis
0.85,252375.21,Jacksonville
0.96,311574.52,Las Vegas
0.96,2980914.62,Los Angeles
0.97,96526.8,Louisville
0.89,1102985.42,Miami/Ft. Lauderdale
0.98,3294060.63,Midsouth
0.82,230398.16,Nashville
0.67,335922.71,New Orleans/Mobile
1.42,1326344.14,New York
1.21,4234878.43,Northeast
0.88,603111.24,Northern New England
0.86,602459.94,Orlando
1.15,426861.5,Philadelphia
0.76,1171715.79,Phoenix/Tucson
0.97,138983.81,Pittsburgh
0.79,2374418.73,Plains
0.95,698700.01,Portland
0.97,348454.55,Raleigh/Greensboro
0.83,268280.9,Richmond/Norfolk
0.82,165253.26,Roanoke
1.17,498927.84,Sacramento
0.89,648137.38,San Diego
1.19,822443.17,San Francisco
1.09,636457.39,Seattle
0.91,445486.86,South Carolina
0.69,7097910.92,South Central
0.87,5481455.09,Southeast
0.92,103125.17,Spokane
0.96,187490.55,St. Louis
1.12,67860.4,Syracuse
0.84,673884.4,Tampa
0.92,39387849.97,Total U.S.
0.92,6927559.92,West
0.84,797419.57,West Tex/New Mexico
0.92,185688.43,Albany
0.89,812755.45,Atlanta
1.13,1040583.36,Baltimore/Washington
1.09,121921.1,Boise
1.18,762475.92,Boston
1.15,193953.89,Buffalo/Rochester
1.12,6728876.94,California
1.04,336572.71,Charlotte
1.08,807582.31,Chicago
0.73,356146.76,Cincinnati/Dayton
0.73,251781.0,Columbus
0.71,1600871.66,Dallas/Ft. Worth
0.95,1037906.96,Denver
0.82,527800.24,Detroit
1.13,220500.51,Grand Rapids
0.89,4498529.52,Great Lakes
0.99,394956.19,Harrisburg/Scranton
1.38,395520.35,Hartford/Springfield
0.7,1441237.76,Houston
0.76,289110.15,Indianapolis
0.9,302972.47,Jacksonville
0.92,386024.55,Las Vegas
1.05,3067211.9,Los Angeles
0.91,133723.06,Louisville
0.9,1285675.89,Miami/Ft. Lauderdale
0.97,4219760.75,Midsouth
0.82,287253.98,Nashville
0.86,340228.52,New Orleans/Mobile
1.41,2295745.27,New York
1.2,6470709.45,Northeast
0.83,834766.42,Northern New England
0.87,705584.26,Orlando
1.17,674360.75,Philadelphia
0.75,1370165.65,Phoenix/Tucson
1.2,112236.27,Pittsburgh
0.99,2295027.35,Plains
0.97,918027.06,Portland
1.02,427144.26,Raleigh/Greensboro
0.83,364862.36,Richmond/Norfolk
0.8,217201.63,Roanoke
1.14,577695.32,Sacramento
1.1,572790.32,San Diego
1.34,950897.52,San Francisco
1.24,747999.68,Seattle
0.94,524843.87,South Carolina
0.76,7369854.16,South Central
0.89,6509409.44,Southeast
1.03,117502.84,Spokane
1.01,223047.22,St. Louis
1.05,105873.63,Syracuse
0.87,775191.5,Tampa
0.97,46310705.72,Total U.S.
0.94,8218538.09,West
0.88,893503.74,West Tex/New Mexico
0.97,134040.63,Albany
0.88,844402.2,Atlanta
1.26,948410.14,Baltimore/Washington
1.02,141505.85,Boise
1.27,712912.97,Boston
1.0,215290.66,Buffalo/Rochester
1.1,6950084.14,California
1.11,333879.89,Charlotte
1.36,667264.67,Chicago
0.74,407672.05,Cincinnati/Dayton
0.74,285629.64,Columbus
0.72,1666475.07,Dallas/Ft. Worth
1.07,843040.7,Denver
0.8,645737.1,Detroit
1.43,183161.26,Grand Rapids
0.93,4726454.07,Great Lakes
0.98,392328.45,Harrisburg/Scranton
1.41,357414.94,Hartford/Springfield
0.7,1501410.36,Houston
0.78,309427.72,Indianapolis
0.91,296838.69,Jacksonville
0.96,390807.0,Las Vegas
1.09,3125806.23,Los Angeles
0.8,153618.29,Louisville
0.9,1243129.55,Miami/Ft. Lauderdale
1.02,4183793.45,Midsouth
0.8,292711.82,Nashville
0.82,366937.73,New Orleans/Mobile
1.35,1903612.81,New York
1.21,5687105.5,Northeast
1.14,568595.44,Northern New England
0.89,694537.68,Orlando
1.16,619887.76,Philadelphia
0.68,1634363.86,Phoenix/Tucson
0.96,164531.75,Pittsburgh
1.02,2316308.22,Plains
1.01,883330.82,Portland
1.07,419458.91,Raleigh/Greensboro
0.89,362789.16,Richmond/Norfolk
0.8,233067.94,Roanoke
1.2,543009.72,Sacramento
1.05,591414.23,San Diego
1.17,1043794.72,San Francisco
1.3,804411.53,Seattle
0.97,532531.3,South Carolina
0.76,7817259.43,South Central
0.9,6501470.18,Southeast
1.11,121910.14,Spokane
1.13,198308.63,St. Louis
0.99,102508.91,Syracuse
0.89,739108.24,Tampa
0.97,46524778.83,Total U.S.
0.95,8342303.66,West
0.83,1036010.46,West Tex/New Mexico
1.03,158753.71,Albany
0.88,824648.09,Atlanta
1.23,1077672.01,Baltimore/Washington
0.92,148024.21,Boise
1.23,804999.29,Boston
1.01,222502.62,Buffalo/Rochester
1.05,7351356.83,California
0.95,399349.37,Charlotte
1.21,777961.96,Chicago
0.71,381314.44,Cincinnati/Dayton
0.7,281703.84,Columbus
0.66,1685126.21,Dallas/Ft. Worth
0.84,1129506.04,Denver
0.86,622423.15,Detroit
1.14,247192.6,Grand Rapids
0.91,4936833.2,Great Lakes
1.01,386397.87,Harrisburg/Scranton
1.39,357087.88,Hartford/Springfield
0.68,1474122.53,Houston
0.74,331424.49,Indianapolis
0.9,303720.63,Jacksonville
0.73,527011.95,Las Vegas
0.94,3550567.39,Los Angeles
0.82,164601.85,Louisville
0.92,1257729.06,Miami/Ft. Lauderdale
0.98,4587929.47,Midsouth
0.79,345846.03,Nashville
0.87,386974.51,New Orleans/Mobile
1.36,1843608.5,New York
1.18,5975029.33,Northeast
0.92,839194.81,Northern New England
0.88,714427.97,Orlando
1.16,591127.21,Philadelphia
0.66,1671959.19,Phoenix/Tucson
0.97,162854.91,Pittsburgh
1.0,2312838.51,Plains
0.94,816554.0,Portland
0.95,482966.65,Raleigh/Greensboro
0.88,376193.89,Richmond/Norfolk
0.85,218368.11,Roanoke
1.18,562968.36,Sacramento
0.81,724159.97,San Diego
1.5,887496.47,San Francisco
1.14,692560.66,Seattle
0.93,567618.45,South Carolina
0.71,7842400.44,South Central
0.89,6618860.55,Southeast
0.96,120472.58,Spokane
1.17,191237.93,St. Louis
1.03,112245.09,Syracuse
0.87,793065.51,Tampa
0.93,48534972.05,Total U.S.
0.84,8909723.64,West
0.79,1047282.64,West Tex/New Mexico
1.11,119807.77,Albany
0.93,827996.78,Atlanta
1.2,1123603.36,Baltimore/Washington
1.05,122496.42,Boise
1.2,756344.44,Boston
0.97,223188.79,Buffalo/Rochester
1.23,6059624.68,California
1.11,331725.23,Charlotte
1.2,791837.62,Chicago
1.01,310883.68,Cincinnati/Dayton
0.94,221323.9,Columbus
0.65,1728276.49,Dallas/Ft. Worth
0.96,1060946.24,Denver
0.91,557814.72,Detroit
1.05,218922.97,Grand Rapids
0.99,4416435.78,Great Lakes
0.93,403323.15,Harrisburg/Scranton
1.37,348108.88,Hartford/Springfield
0.7,1365359.58,Houston
0.9,279908.91,Indianapolis
0.91,308177.73,Jacksonville
1.05,306793.82,Las Vegas
1.14,2875214.61,Los Angeles
0.99,131426.15,Louisville
0.91,1258435.5,Miami/Ft. Lauderdale
1.05,4280577.67,Midsouth
0.82,311469.94,Nashville
0.83,421091.55,New Orleans/Mobile
1.3,1946697.27,New York
1.17,5740603.31,Northeast
1.11,574653.44,Northern New England
0.89,724667.83,Orlando
1.03,646555.45,Philadelphia
0.92,1090571.62,Phoenix/Tucson
1.26,121952.43,Pittsburgh
1.07,2093830.47,Plains
1.16,666539.67,Portland
1.06,418324.57,Raleigh/Greensboro
0.95,341373.38,Richmond/Norfolk
0.96,196648.62,Roanoke
1.35,460668.56,Sacramento
1.13,529787.84,San Diego
1.53,824772.0,San Francisco
1.29,590965.0,Seattle
0.98,538876.13,South Carolina
0.74,7604293.71,South Central
0.91,6644847.77,Southeast
1.1,108653.22,Spokane
1.15,214579.42,St. Louis
1.02,104440.05,Syracuse
0.88,784980.23,Tampa
1.01,43938472.7,Total U.S.
1.03,7098259.39,West
0.88,915939.36,West Tex/New Mexico
0.95,211532.44,Albany
0.88,1011539.76,Atlanta
1.13,1282598.37,Baltimore/Washington
0.92,157296.29,Boise
1.19,859319.82,Boston
0.97,258671.76,Buffalo/Rochester
0.85,11197432.54,California
0.82,488751.85,Charlotte
0.73,1507323.36,Chicago
0.75,472906.72,Cincinnati/Dayton
0.66,345776.34,Columbus
0.62,2165376.03,Dallas/Ft. Worth
0.93,1384951.69,Denver
0.68,899959.89,Detroit
0.78,404414.31,Grand Rapids
0.72,7046734.2,Great Lakes
1.01,415435.12,Harrisburg/Scranton
1.22,504436.46,Hartford/Springfield
0.63,1844743.02,Houston
0.69,398754.54,Indianapolis
0.88,371039.8,Jacksonville
0.94,456825.9,Las Vegas
0.79,5383597.9,Los Angeles
0.83,172561.58,Louisville
0.9,1515888.74,Miami/Ft. Lauderdale
0.88,5587643.76,Midsouth
0.78,370280.16,Nashville
0.6,572910.37,New Orleans/Mobile
1.27,3046976.29,New York
1.15,7853518.54,Northeast
0.93,851592.6,Northern New England
0.88,820587.57,Orlando
1.14,752075.14,Philadelphia
0.74,1714623.5,Phoenix/Tucson
0.96,177110.14,Pittsburgh
0.76,3587553.87,Plains
0.87,988467.11,Portland
0.77,634425.45,Raleigh/Greensboro
0.74,502575.4,Richmond/Norfolk
0.75,288859.22,Roanoke
0.98,810953.94,Sacramento
0.77,1100167.1,San Diego
0.99,1469440.6,San Francisco
1.12,801237.11,Seattle
0.85,697351.05,South Carolina
0.66,10188128.71,South Central
0.88,7902525.57,Southeast
0.98,140713.83,Spokane
0.86,307137.85,St. Louis
0.95,140506.77,Syracuse
0.88,890295.47,Tampa
0.85,63428864.75,Total U.S.
0.89,10065327.68,West
0.79,1275439.33,West Tex/New Mexico
1.14,128069.92,Albany
0.95,874514.64,Atlanta
1.08,1196450.98,Baltimore/Washington
0.97,138762.65,Boise
1.24,820684.32,Boston
1.01,202013.58,Buffalo/Rochester
1.11,6851596.06,California
1.03,337217.22,Charlotte
0.98,819224.47,Chicago
0.8,411678.83,Cincinnati/Dayton
0.75,273894.07,Columbus
0.68,1847053.36,Dallas/Ft. Worth
0.94,1131741.25,Denver
0.88,543880.81,Detroit
1.35,181904.25,Grand Rapids
0.9,4602190.37,Great Lakes
0.96,477559.64,Harrisburg/Scranton
1.42,419147.98,Hartford/Springfield
0.62,1643929.09,Houston
0.76,289232.95,Indianapolis
1.01,269266.19,Jacksonville
0.88,415438.55,Las Vegas
1.04,3419597.99,Los Angeles
0.93,141569.26,Louisville
1.04,1084311.24,Miami/Ft. Lauderdale
0.99,4554970.16,Midsouth
0.86,312298.91,Nashville
0.86,367921.31,New Orleans/Mobile
1.3,2349123.76,New York
1.19,6582820.81,Northeast
1.04,613459.06,Northern New England
0.98,632691.27,Orlando
1.03,798501.28,Philadelphia
0.76,1438239.82,Phoenix/Tucson
1.25,116638.18,Pittsburgh
0.93,2440147.5,Plains
1.06,757961.84,Portland
1.01,439415.93,Raleigh/Greensboro
0.89,371930.56,Richmond/Norfolk
0.87,229301.09,Roanoke
1.32,473639.46,Sacramento
1.03,605227.62,San Diego
1.33,870197.43,San Francisco
1.31,633151.38,Seattle
0.99,545002.19,South Carolina
0.71,8419544.25,South Central
0.97,6142554.27,Southeast
1.12,111345.03,Spokane
1.04,204217.6,St. Louis
1.07,92372.21,Syracuse
0.97,674002.93,Tampa
0.96,47887559.28,Total U.S.
0.94,8293736.0,West
0.77,1146002.91,West Tex/New Mexico
1.17,111113.13,Albany
0.92,759742.93,Atlanta
1.32,947108.57,Baltimore/Washington
1.09,121103.74,Boise
1.35,682139.78,Boston
1.17,164631.78,Buffalo/Rochester
1.11,6697917.24,California
1.09,323782.36,Charlotte
1.2,713673.83,Chicago
1.01,279529.1,Cincinnati/Dayton
0.98,201903.66,Columbus
0.73,1660163.44,Dallas/Ft. Worth
1.13,940026.13,Denver
1.06,443582.22,Detroit
1.42,153339.65,Grand Rapids
1.08,3698254.13,Great Lakes
1.03,381911.91,Harrisburg/Scranton
1.43,345687.55,Hartford/Springfield
0.7,1317948.42,Houston
0.98,220644.81,Indianapolis
1.0,242995.59,Jacksonville
0.96,413785.01,Las Vegas
1.14,2835062.56,Los Angeles
0.97,121175.95,Louisville
1.01,1068544.17,Miami/Ft. Lauderdale
1.07,4011493.92,Midsouth
0.85,283345.8,Nashville
0.85,349225.49,New Orleans/Mobile
1.42,1686830.22,New York
1.3,5056925.02,Northeast
1.26,500748.91,Northern New England
0.99,586371.74,Orlando
1.22,553513.46,Philadelphia
0.7,1636874.33,Phoenix/Tucson
1.25,110686.83,Pittsburgh
1.05,2116546.15,Plains
1.21,660385.88,Portland
1.07,411222.66,Raleigh/Greensboro
0.91,358809.52,Richmond/Norfolk
0.92,211300.79,Roanoke
1.13,566935.86,Sacramento
1.17,512625.22,San Diego
1.01,1173570.81,San Francisco
1.44,570294.63,Seattle
1.0,509177.09,South Carolina
0.76,7424905.96,South Central
0.96,5720106.52,Southeast
1.23,107805.7,Spokane
1.22,177317.6,St. Louis
1.17,79909.48,Syracuse
0.91,644775.9,Tampa
1.02,42730997.99,Total U.S.
0.99,8004849.0,West
0.84,996275.47,West Tex/New Mexico
1.27,137400.43,Albany
0.92,739776.91,Atlanta
1.31,971156.57,Baltimore/Washington
1.0,140135.72,Boise
1.31,741423.57,Boston
1.14,176173.75,Buffalo/Rochester
1.1,7583526.37,California
1.1,339522.04,Charlotte
1.33,699283.03,Chicago
1.03,316744.15,Cincinnati/Dayton
0.95,228210.17,Columbus
0.74,1693283.99,Dallas/Ft. Worth
1.1,1054022.18,Denver
0.86,631269.19,Detroit
1.41,199948.45,Grand Rapids
1.04,4361002.54,Great Lakes
1.11,352589.3,Harrisburg/Scranton
1.42,348730.58,Hartford/Springfield
0.7,1486884.53,Houston
0.86,268717.73,Indianapolis
1.02,237364.01,Jacksonville
0.85,403049.63,Las Vegas
0.98,3747775.07,Los Angeles
0.91,134478.23,Louisville
1.05,1013154.96,Miami/Ft. Lauderdale
1.06,4184513.76,Midsouth
0.84,307392.93,Nashville
0.94,301006.74,New Orleans/Mobile
1.29,1519918.52,New York
1.25,5029018.34,Northeast
1.19,598681.96,Northern New England
1.01,578904.85,Orlando
1.18,475268.67,Philadelphia
0.67,1547087.17,Phoenix/Tucson
1.26,119223.93,Pittsburgh
1.04,2254926.87,Plains
1.02,897227.15,Portland
1.08,438975.4,Raleigh/Greensboro
0.89,361827.36,Richmond/Norfolk
0.91,210979.64,Roanoke
1.31,509140.32,Sacramento
0.94,807001.48,San Diego
1.49,899133.18,San Francisco
1.31,645809.33,Seattle
1.0,512651.79,South Carolina
0.78,7559441.52,South Central
0.99,5600716.01,Southeast
1.14,120926.71,Spokane
1.25,187602.81,St. Louis
1.21,92988.98,Syracuse
0.97,634028.4,Tampa
1.01,45009239.58,Total U.S.
0.95,8436094.08,West
0.85,944378.31,West Tex/New Mexico
1.24,116416.8,Albany
1.04,760479.78,Atlanta
1.26,1059786.04,Baltimore/Washington
1.12,130061.11,Boise
1.4,734100.47,Boston
1.22,198992.12,Buffalo/Rochester
1.27,6169881.84,California
0.97,371896.41,Charlotte
1.38,698076.03,Chicago
0.92,359194.73,Cincinnati/Dayton
0.87,270229.7,Columbus
0.8,1728694.75,Dallas/Ft. Worth
0.97,1131613.12,Denver
1.0,520239.12,Detroit
1.72,133344.95,Grand Rapids
1.08,4224206.96,Great Lakes
1.18,333975.56,Harrisburg/Scranton
1.48,340980.27,Hartford/Springfield
0.7,1530534.01,Houston
0.95,266776.18,Indianapolis
1.21,235537.82,Jacksonville
1.12,302824.73,Las Vegas
1.19,2831311.5,Los Angeles
1.06,123527.39,Louisville
1.21,988464.5,Miami/Ft. Lauderdale
1.05,4337792.67,Midsouth
0.92,301015.16,Nashville
0.93,358790.72,New Orleans/Mobile
1.53,1670324.44,New York
1.4,5061925.94,Northeast
1.32,520694.56,Northern New England
1.17,571494.88,Orlando
1.36,503242.0,Philadelphia
0.86,1250204.03,Phoenix/Tucson
1.29,121116.14,Pittsburgh
1.04,2383692.29,Plains
1.11,851700.06,Portland
0.97,464392.37,Raleigh/Greensboro
0.93,355770.05,Richmond/Norfolk
0.97,213167.69,Roanoke
1.43,477107.03,Sacramento
1.17,538974.56,San Diego
1.49,899029.84,San Francisco
1.43,678618.25,Seattle
1.03,534011.35,South Carolina
0.81,7902476.49,South Central
1.11,5611206.41,Southeast
1.19,120302.61,Spokane
1.17,212834.86,St. Louis
1.23,91358.58,Syracuse
1.08,632365.45,Tampa
1.09,43500148.34,Total U.S.
1.05,7808965.65,West
0.92,933699.68,West Tex/New Mexico
1.03,156156.46,Albany
1.06,802451.89,Atlanta
1.42,1004867.97,Baltimore/Washington
1.12,135166.3,Boise
1.35,786793.48,Boston
1.2,221595.57,Buffalo/Rochester
1.27,6460193.8,California
1.18,327171.64,Charlotte
1.33,743084.2,Chicago
0.99,374686.02,Cincinnati/Dayton
0.92,285307.29,Columbus
0.88,1643955.23,Dallas/Ft. Worth
1.0,1197552.97,Denver
1.05,586137.82,Detroit
1.24,219214.21,Grand Rapids
1.07,4682886.34,Great Lakes
1.1,381910.08,Harrisburg/Scranton
1.46,391865.28,Hartford/Springfield
0.8,1399514.72,Houston
1.08,273900.06,Indianapolis
1.26,231188.73,Jacksonville
1.1,341073.99,Las Vegas
1.27,2797533.92,Los Angeles
0.98,132024.05,Louisville
1.26,987532.15,Miami/Ft. Lauderdale
1.14,4197082.81,Midsouth
0.96,302142.88,Nashville
1.0,329544.08,New Orleans/Mobile
1.54,1912334.11,New York
1.35,5826681.87,Northeast
1.19,615963.16,Northern New England
1.05,561732.1,Orlando
1.32,574369.97,Philadelphia
0.89,1251852.91,Phoenix/Tucson
1.03,168327.36,Pittsburgh
1.04,2407639.23,Plains
1.35,650277.14,Portland
1.14,428178.01,Raleigh/Greensboro
0.98,364183.52,Richmond/Norfolk
0.96,208567.09,Roanoke
1.35,511136.18,Sacramento
1.35,517872.77,San Diego
1.27,1078340.61,San Francisco
1.74,624048.18,Seattle
1.11,515122.52,South Carolina
0.89,7453961.29,South Central
1.13,5579013.43,Southeast
1.45,107057.53,Spokane
1.18,221330.59,St. Louis
1.15,106668.19,Syracuse
1.13,620872.27,Tampa
1.13,44303012.0,Total U.S.
1.12,7695553.22,West
0.97,926001.27,West Tex/New Mexico
1.22,153814.51,Albany
1.04,1003594.68,Atlanta
1.46,1161981.01,Baltimore/Washington
1.38,131063.13,Boise
1.49,822209.27,Boston
1.2,255471.62,Buffalo/Rochester
1.34,7667912.03,California
1.17,418874.21,Charlotte
1.51,843714.88,Chicago
1.33,368203.59,Cincinnati/Dayton
1.21,285293.29,Columbus
0.9,1986094.8,Dallas/Ft. Worth
1.13,1264191.57,Denver
1.29,581216.34,Detroit
1.58,216748.14,Grand Rapids
1.28,4830621.81,Great Lakes
1.11,429187.39,Harrisburg/Scranton
1.49,434088.92,Hartford/Springfield
0.82,1765194.4,Houston
1.19,314322.28,Indianapolis
1.08,277685.72,Jacksonville
0.98,485946.36,Las Vegas
1.24,3552073.74,Los Angeles
1.04,155342.41,Louisville
1.09,1229956.2,Miami/Ft. Lauderdale
1.13,5118659.54,Midsouth
0.96,372081.93,Nashville
1.0,423012.36,New Orleans/Mobile
1.52,2244410.56,New York
1.38,6608332.95,Northeast
1.28,693676.74,Northern New England
1.06,666212.61,Orlando
1.22,742606.53,Philadelphia
0.87,1615386.29,Phoenix/Tucson
1.35,153946.34,Pittsburgh
1.22,2515256.91,Plains
1.36,783929.2,Portland
1.11,531418.55,Raleigh/Greensboro
0.89,471085.43,Richmond/Norfolk
0.92,257788.24,Roanoke
1.5,581877.89,Sacramento
1.19,776125.56,San Diego
1.63,1081607.55,San Francisco
1.76,626458.65,Seattle
1.08,637234.49,South Carolina
0.91,9026771.84,South Central
1.05,6759933.38,Southeast
1.49,113859.82,Spokane
1.26,246899.27,St. Louis
1.23,112159.95,Syracuse
1.04,716129.49,Tampa
1.16,51540125.03,Total U.S.
1.12,9012636.67,West
0.95,1180899.87,West Tex/New Mexico
1.29,182491.92,Albany
1.02,907780.4,Atlanta
1.41,1194384.67,Baltimore/Washington
1.17,143357.23,Boise
1.52,824190.42,Boston
1.23,199662.94,Buffalo/Rochester
1.39,6076217.22,California
1.24,366466.57,Charlotte
1.49,821435.41,Chicago
1.12,378854.12,Cincinnati/Dayton
1.07,276681.77,Columbus
0.89,2019907.18,Dallas/Ft. Worth
1.18,1176425.17,Denver
1.13,616455.72,Detroit
1.55,212203.19,Grand Rapids
1.2,4943041.42,Great Lakes
1.13,423734.22,Harrisburg/Scranton
1.5,429038.43,Hartford/Springfield
0.86,1742649.52,Houston
1.06,329262.47,Indianapolis
1.11,290118.36,Jacksonville
1.03,420565.2,Las Vegas
1.3,2843211.59,Los Angeles
1.09,143601.96,Louisville
1.11,1308921.25,Miami/Ft. Lauderdale
1.17,4770988.98,Midsouth
0.97,353686.02,Nashville
0.97,369923.68,New Orleans/Mobile
1.57,2025257.89,New York
1.43,6256808.81,Northeast
1.3,682029.66,Northern New England
1.08,719787.23,Orlando
1.36,642833.44,Philadelphia
0.83,1559597.93,Phoenix/Tucson
1.35,144916.02,Pittsburgh
1.21,2565738.27,Plains
1.24,864578.9,Portland
1.17,457030.49,Raleigh/Greensboro
0.99,409457.08,Richmond/Norfolk
1.02,238521.26,Roanoke
1.51,475948.96,Sacramento
1.32,550646.82,San Diego
1.67,867674.71,San Francisco
1.67,691580.74,Seattle
1.11,588433.49,South Carolina
0.92,9044037.82,South Central
1.06,6730447.52,Southeast
1.39,112218.69,Spokane
1.17,266433.45,St. Louis
1.3,104258.79,Syracuse
1.07,747033.47,Tampa
1.16,48981846.51,Total U.S.
1.11,8594566.3,West
0.98,1100474.37,West Tex/New Mexico
1.08,161994.75,Albany
1.08,900903.61,Atlanta
1.4,1177873.26,Baltimore/Washington
1.39,123897.01,Boise
1.49,849725.83,Boston
1.25,195425.7,Buffalo/Rochester
1.39,6561189.97,California
1.28,370128.61,Charlotte
1.46,848440.26,Chicago
0.84,384240.78,Cincinnati/Dayton
0.95,284082.42,Columbus
0.93,1687570.78,Dallas/Ft. Worth
1.26,1075444.36,Denver
0.97,604554.83,Detroit
1.17,241777.31,Grand Rapids
1.07,4874615.78,Great Lakes
1.15,375614.4,Harrisburg/Scranton
1.5,387971.32,Hartford/Springfield
0.9,1608774.66,Houston
0.95,291479.47,Indianapolis
1.29,271480.6,Jacksonville
1.03,364151.98,Las Vegas
1.34,2955287.84,Los Angeles
0.84,158840.06,Louisville
1.29,1168465.86,Miami/Ft. Lauderdale
1.17,4650922.87,Midsouth
0.99,314494.79,Nashville
1.01,328687.51,New Orleans/Mobile
1.58,2005974.08,New York
1.38,6144063.96,Northeast
1.1,764712.99,Northern New England
1.19,656117.33,Orlando
1.38,603470.45,Philadelphia
0.91,1279263.09,Phoenix/Tucson
1.04,176014.68,Pittsburgh
1.19,2426431.49,Plains
1.4,730900.42,Portland
1.19,483595.92,Raleigh/Greensboro
1.03,383054.86,Richmond/Norfolk
1.0,217721.32,Roanoke
1.51,492736.41,Sacramento
1.36,602844.28,San Diego
1.55,1007343.22,San Francisco
1.72,610892.11,Seattle
1.17,571543.65,South Carolina
0.95,8026668.25,South Central
1.18,6234849.42,Southeast
1.5,99838.68,Spokane
1.21,237868.89,St. Louis
1.21,93761.76,Syracuse
1.21,661173.64,Tampa
1.19,46381647.4,Total U.S.
1.2,7462905.6,West
0.97,993056.58,West Tex/New Mexico
1.2,142597.55,Albany
1.07,1012971.16,Atlanta
1.2,1308030.42,Baltimore/Washington
1.26,132580.15,Boise
1.52,876892.76,Boston
1.19,230068.4,Buffalo/Rochester
1.3,7469315.0,California
1.27,379109.87,Charlotte
1.5,838147.95,Chicago
0.83,442996.84,Cincinnati/Dayton
0.95,311225.2,Columbus
0.9,1793380.76,Dallas/Ft. Worth
1.09,1100058.13,Denver
1.03,573957.32,Detroit
1.27,208105.87,Grand Rapids
1.08,5064441.71,Great Lakes
1.14,404766.83,Harrisburg/Scranton
1.51,439570.0,Hartford/Springfield
0.86,1813357.04,Houston
0.94,324191.05,Indianapolis
1.26,279372.31,Jacksonville
1.04,437332.41,Las Vegas
1.29,3241375.94,Los Angeles
0.9,166873.49,Louisville
1.29,1201964.92,Miami/Ft. Lauderdale
1.09,5148227.49,Midsouth
0.97,346272.8,Nashville
0.99,366356.64,New Orleans/Mobile
1.57,2189933.35,New York
1.43,6341257.08,Northeast
1.3,607413.94,Northern New England
1.19,657548.27,Orlando
1.33,666297.76,Philadelphia
0.93,1365530.57,Phoenix/Tucson
1.33,125230.41,Pittsburgh
1.17,2611015.94,Plains
1.28,825190.96,Portland
1.14,485568.18,Raleigh/Greensboro
1.01,430213.69,Richmond/Norfolk
0.98,245539.74,Roanoke
1.4,583616.08,Sacramento
1.33,600708.78,San Diego
1.34,1255110.3,San Francisco
1.6,683993.92,Seattle
1.16,637621.91,South Carolina
0.91,8827001.64,South Central
1.16,6716805.36,Southeast
1.31,125941.27,Spokane
1.27,267771.13,St. Louis
1.2,102164.65,Syracuse
1.19,666800.55,Tampa
1.15,50361125.91,Total U.S.
1.12,8183061.77,West
0.94,1104047.87,West Tex/New Mexico
1.22,149128.13,Albany
1.08,860374.38,Atlanta
1.34,1259048.49,Baltimore/Washington
1.31,134663.82,Boise
1.46,902950.91,Boston
1.14,256728.6,Buffalo/Rochester
1.4,6706501.88,California
1.26,372769.3,Charlotte
1.67,893700.41,Chicago
1.08,376994.7,Cincinnati/Dayton
1.08,279614.43,Columbus
0.9,1749550.51,Dallas/Ft. Worth
1.15,1114310.34,Denver
1.22,593486.0,Detroit
1.67,197898.58,Grand Rapids
1.25,4902536.4,Great Lakes
1.13,419160.21,Harrisburg/Scranton
1.49,408507.79,Hartford/Springfield
0.86,1819577.23,Houston
1.01,315138.94,Indianapolis
1.3,237887.07,Jacksonville
1.14,400297.1,Las Vegas
1.33,3286615.74,Los Angeles
1.04,146425.39,Louisville
1.31,1050040.91,Miami/Ft. Lauderdale
1.16,4884481.74,Midsouth
0.99,325901.17,Nashville
1.02,342378.93,New Orleans/Mobile
1.56,2069103.19,New York
1.4,6338286.86,Northeast
1.29,650767.48,Northern New England
1.2,606746.05,Orlando
1.34,658106.07,Philadelphia
0.98,1313242.72,Phoenix/Tucson
1.32,126836.83,Pittsburgh
1.2,2501285.65,Plains
1.38,797985.07,Portland
1.18,486222.56,Raleigh/Greensboro
1.02,415050.24,Richmond/Norfolk
1.02,223589.92,Roanoke
1.43,510780.7,Sacramento
1.37,619866.59,San Diego
1.65,821431.15,San Francisco
1.66,708915.46,Seattle
1.17,589052.22,South Carolina
0.92,8555196.91,South Central
1.18,5882139.74,Southeast
1.43,124411.38,Spokane
1.25,239372.46,St. Louis
1.18,111555.58,Syracuse
1.2,613163.84,Tampa
1.2,47850537.28,Total U.S.
1.19,8080108.03,West
0.95,1081277.96,West Tex/New Mexico
1.38,138887.32,Albany
1.07,927544.06,Atlanta
1.4,1190966.77,Baltimore/Washington
1.46,120090.94,Boise
1.48,870968.42,Boston
1.15,221134.52,Buffalo/Rochester
1.24,7608704.18,California
1.22,399171.08,Charlotte
1.66,868184.45,Chicago
1.24,338682.46,Cincinnati/Dayton
1.15,269016.51,Columbus
0.82,1967582.29,Dallas/Ft. Worth
1.15,1097187.76,Denver
1.18,566541.88,Detroit
1.6,187338.87,Grand Rapids
1.27,4665970.34,Great Lakes
1.2,375191.47,Harrisburg/Scranton
