average_price,total_volume,geography
2.23,13110.6,Charlotte
2.14,30573.9,Chicago
2.41,14882.06,Cincinnati/Dayton
2.29,8532.95,Columbus
1.37,22795.5,Dallas/Ft. Worth
2.35,24027.83,Denver
2.01,19672.87,Detroit
1.7,6913.9,Grand Rapids
2.04,161120.08,Great Lakes
1.38,8262.92,Harrisburg/Scranton
2.39,11087.54,Hartford/Springfield
1.64,15515.54,Houston
1.99,8165.59,Indianapolis
1.42,3007.22,Jacksonville
1.87,9949.52,Las Vegas
2.21,82856.74,Los Angeles
2.37,5230.5,Louisville
1.25,4182.32,Miami/Ft. Lauderdale
1.91,171651.86,Midsouth
2.08,8970.69,Nashville
1.02,7789.88,New Orleans/Mobile
2.27,75351.1,New York
1.97,223860.85,Northeast
1.84,33852.55,Northern New England
0.99,6317.89,Orlando
1.78,16605.8,Philadelphia
1.87,12818.82,Phoenix/Tucson
1.82,8678.11,Pittsburgh
1.89,46052.19,Plains
2.69,26887.61,Portland
2.33,15564.19,Raleigh/Greensboro
1.46,19796.02,Richmond/Norfolk
1.99,9267.18,Roanoke
2.13,10572.23,Sacramento
2.72,17831.55,San Diego
2.49,28718.38,San Francisco
2.66,40725.04,Seattle
2.02,17815.9,South Carolina
1.54,110175.85,South Central
1.79,93991.97,Southeast
2.45,4473.46,Spokane
2.17,7157.19,St. Louis
1.6,3944.54,Syracuse
1.34,625.95,Tampa
2.04,1184821.51,Total U.S.
2.37,207228.22,West
1.8,14357.32,West Tex/New Mexico
1.59,2840.16,Albany
2.15,16251.77,Atlanta
1.8,32774.15,Baltimore/Washington
2.43,3363.21,Boise
1.8,36164.81,Boston
1.57,8664.24,Buffalo/Rochester
2.25,179476.52,California
2.12,13386.83,Charlotte
2.15,28572.33,Chicago
2.39,12287.28,Cincinnati/Dayton
2.17,6703.36,Columbus
1.41,27665.56,Dallas/Ft. Worth
2.44,17267.77,Denver
1.92,16090.51,Detroit
1.69,7353.52,Grand Rapids
2.0,137522.44,Great Lakes
1.48,7729.23,Harrisburg/Scranton
2.41,9765.13,Hartford/Springfield
1.95,18134.63,Houston
1.9,5648.65,Indianapolis
1.47,2361.43,Jacksonville
1.9,9310.08,Las Vegas
2.16,75434.05,Los Angeles
2.27,4250.92,Louisville
2.15,435.67,Miami/Ft. Lauderdale
2.02,146470.5,Midsouth
2.05,8357.88,Nashville
1.09,8995.35,New Orleans/Mobile
2.27,70658.51,New York
1.95,215091.45,Northeast
1.67,32569.43,Northern New England
1.75,331.19,Orlando
1.84,17268.71,Philadelphia
1.83,14085.91,Phoenix/Tucson
1.87,8765.4,Pittsburgh
1.93,46354.03,Plains
2.64,32905.08,Portland
2.55,13937.47,Raleigh/Greensboro
1.63,14463.28,Richmond/Norfolk
2.09,7238.42,Roanoke
2.05,13861.41,Sacramento
2.72,16754.48,San Diego
2.32,37116.42,San Francisco
2.46,66869.86,Seattle
2.06,15480.65,South Carolina
1.61,117535.99,South Central
1.83,73563.86,Southeast
2.41,4639.08,Spokane
2.27,7349.63,St. Louis
1.62,3719.36,Syracuse
1.71,253.45,Tampa
2.05,1141796.94,Total U.S.
2.35,225782.18,West
1.78,11361.08,West Tex/New Mexico
1.63,3450.07,Albany
2.18,18961.97,Atlanta
1.73,34623.22,Baltimore/Washington
2.38,4001.74,Boise
1.74,41837.04,Boston
1.65,11549.34,Buffalo/Rochester
2.24,183025.27,California
2.12,15363.48,Charlotte
2.13,30444.78,Chicago
2.4,11315.8,Cincinnati/Dayton
2.26,8425.88,Columbus
1.49,25996.59,Dallas/Ft. Worth
2.21,26289.46,Denver
1.99,16827.19,Detroit
1.73,6834.88,Grand Rapids
2.04,144484.67,Great Lakes
1.65,7957.36,Harrisburg/Scranton
2.21,12793.16,Hartford/Springfield
1.86,25295.25,Houston
2.0,5962.97,Indianapolis
1.55,3463.94,Jacksonville
1.69,11056.68,Las Vegas
2.14,84404.52,Los Angeles
2.22,4948.86,Louisville
2.0,800.27,Miami/Ft. Lauderdale
1.97,168684.23,Midsouth
2.12,10894.31,Nashville
1.09,8496.92,New Orleans/Mobile
2.31,75253.44,New York
1.94,243320.33,Northeast
1.57,40387.42,Northern New England
1.68,464.67,Orlando
1.96,16813.66,Philadelphia
1.75,15745.23,Phoenix/Tucson
1.91,10595.51,Pittsburgh
1.95,47278.03,Plains
2.45,29400.59,Portland
2.36,15463.27,Raleigh/Greensboro
1.6,19056.52,Richmond/Norfolk
1.96,9919.45,Roanoke
1.98,13253.67,Sacramento
2.66,17638.8,San Diego
2.41,32182.18,San Francisco
2.44,67489.44,Seattle
2.0,18644.63,South Carolina
1.67,127024.67,South Central
1.9,81065.86,Southeast
2.23,5064.86,Spokane
2.27,8559.05,St. Louis
1.73,4046.73,Syracuse
1.75,338.22,Tampa
2.02,1248137.32,Total U.S.
2.21,253254.32,West
1.65,12983.63,West Tex/New Mexico
1.75,2857.79,Albany
1.94,20003.71,Atlanta
1.83,33476.88,Baltimore/Washington
2.33,3643.64,Boise
1.78,34560.73,Boston
1.66,10959.33,Buffalo/Rochester
2.3,180694.15,California
2.11,14497.41,Charlotte
2.11,26947.63,Chicago
2.34,7731.02,Cincinnati/Dayton
2.22,7522.9,Columbus
1.58,28732.15,Dallas/Ft. Worth
2.07,28350.03,Denver
2.02,11783.83,Detroit
1.8,6447.19,Grand Rapids
1.98,126785.96,Great Lakes
1.61,9196.87,Harrisburg/Scranton
2.02,15868.28,Hartford/Springfield
1.81,26056.01,Houston
1.98,4595.4,Indianapolis
1.56,3519.37,Jacksonville
1.83,11158.82,Las Vegas
2.19,94419.13,Los Angeles
1.48,8557.37,Louisville
1.82,1816.8,Miami/Ft. Lauderdale
1.81,193552.67,Midsouth
1.62,12755.52,Nashville
1.01,10220.3,New Orleans/Mobile
2.24,69523.48,New York
1.95,221024.85,Northeast
1.75,25738.53,Northern New England
1.33,2111.28,Orlando
1.89,19011.21,Philadelphia
1.96,15489.93,Phoenix/Tucson
1.9,11439.37,Pittsburgh
1.78,49026.32,Plains
2.44,26723.74,Portland
2.45,17018.38,Raleigh/Greensboro
1.42,23751.95,Richmond/Norfolk
1.75,10681.15,Roanoke
2.02,10150.2,Sacramento
2.59,18455.38,San Diego
2.55,26422.54,San Francisco
2.4,75262.01,Seattle
1.97,18023.37,South Carolina
1.63,145892.05,South Central
1.71,91688.57,Southeast
2.2,5092.88,Spokane
2.03,8074.08,St. Louis
1.69,3707.16,Syracuse
0.98,3322.01,Tampa
1.97,1265433.05,Total U.S.
2.22,256768.39,West
1.97,13509.7,West Tex/New Mexico
1.65,2377.31,Albany
1.49,31199.54,Atlanta
1.48,54817.39,Baltimore/Washington
2.35,3030.16,Boise
1.75,33739.33,Boston
1.66,10932.62,Buffalo/Rochester
2.24,180277.64,California
2.39,12673.25,Charlotte
1.99,33201.59,Chicago
0.98,64186.22,Cincinnati/Dayton
1.1,23014.11,Columbus
1.68,28485.0,Dallas/Ft. Worth
2.04,22835.25,Denver
1.17,30067.11,Detroit
1.68,6577.38,Grand Rapids
1.25,295410.95,Great Lakes
1.26,18832.16,Harrisburg/Scranton
2.02,14908.31,Hartford/Springfield
1.75,26281.47,Houston
1.06,19893.14,Indianapolis
1.61,1963.36,Jacksonville
2.02,11011.58,Las Vegas
2.22,77758.84,Los Angeles
1.58,6042.25,Louisville
1.62,2988.08,Miami/Ft. Lauderdale
1.72,203040.91,Midsouth
1.73,9136.22,Nashville
1.09,7327.04,New Orleans/Mobile
2.06,82441.91,New York
1.77,255814.89,Northeast
1.67,24883.62,Northern New England
1.13,5626.71,Orlando
1.46,33612.61,Philadelphia
2.1,14186.72,Phoenix/Tucson
1.69,10675.51,Pittsburgh
1.64,62015.77,Plains
2.48,22791.3,Portland
2.64,15408.66,Raleigh/Greensboro
1.36,21975.58,Richmond/Norfolk
1.58,10796.94,Roanoke
2.02,13282.72,Sacramento
2.56,15592.69,San Diego
2.25,40162.43,San Francisco
2.34,71101.17,Seattle
2.07,15461.79,South Carolina
1.66,138044.29,South Central
1.51,110690.92,Southeast
2.17,4376.72,Spokane
2.05,9775.36,St. Louis
1.71,3652.06,Syracuse
0.91,10162.27,Tampa
1.75,1478871.37,Total U.S.
2.21,233576.02,West
1.98,13512.48,West Tex/New Mexico
1.91,2134.82,Albany
1.32,41752.26,Atlanta
1.46,58708.29,Baltimore/Washington
2.1,4177.48,Boise
1.83,32442.61,Boston
1.64,9250.91,Buffalo/Rochester
2.12,209582.79,California
2.46,11720.28,Charlotte
2.01,29038.22,Chicago
1.21,17555.61,Cincinnati/Dayton
1.08,17943.44,Columbus
1.77,25557.49,Dallas/Ft. Worth
2.0,25904.17,Denver
1.23,16943.45,Detroit
1.69,5872.88,Grand Rapids
1.41,181260.82,Great Lakes
1.23,23623.66,Harrisburg/Scranton
1.97,15491.89,Hartford/Springfield
1.73,24801.27,Houston
1.26,11168.73,Indianapolis
1.55,2071.62,Jacksonville
2.04,9611.43,Las Vegas
2.15,89507.87,Los Angeles
1.76,5134.83,Louisville
1.58,4332.03,Miami/Ft. Lauderdale
1.69,202487.81,Midsouth
1.54,11809.12,Nashville
1.04,9537.68,New Orleans/Mobile
1.97,84444.29,New York
1.76,263577.99,Northeast
1.87,25106.13,Northern New England
1.54,3485.31,Orlando
1.46,34647.64,Philadelphia
2.31,10422.89,Phoenix/Tucson
1.68,11358.49,Pittsburgh
1.5,69290.74,Plains
2.46,24417.51,Portland
2.73,13570.27,Raleigh/Greensboro
1.34,20869.18,Richmond/Norfolk
1.46,12469.81,Roanoke
1.88,14882.69,Sacramento
2.44,15871.81,San Diego
2.06,49430.14,San Francisco
2.51,45093.1,Seattle
2.02,13820.12,South Carolina
1.67,133970.73,South Central
1.46,120795.03,Southeast
2.12,4797.4,Spokane
1.9,9485.34,St. Louis
1.72,3364.6,Syracuse
1.44,4601.84,Tampa
1.78,1390415.86,Total U.S.
2.19,209449.94,West
1.95,10259.19,West Tex/New Mexico
1.89,2328.66,Albany
1.28,23632.36,Atlanta
1.62,45432.71,Baltimore/Washington
2.18,3883.05,Boise
1.8,34613.91,Boston
1.65,6343.22,Buffalo/Rochester
2.11,205117.73,California
2.43,11236.03,Charlotte
1.74,45628.1,Chicago
1.78,7412.15,Cincinnati/Dayton
1.2,16631.03,Columbus
1.75,22710.78,Dallas/Ft. Worth
2.08,27394.93,Denver
1.06,29320.31,Detroit
1.75,6372.81,Grand Rapids
1.46,193537.67,Great Lakes
1.25,19287.36,Harrisburg/Scranton
1.77,20687.18,Hartford/Springfield
1.7,19715.72,Houston
1.27,10469.23,Indianapolis
1.44,2540.28,Jacksonville
2.14,10535.95,Las Vegas
2.16,78249.99,Los Angeles
1.6,3328.48,Louisville
1.46,5381.4,Miami/Ft. Lauderdale
1.76,166180.77,Midsouth
1.14,14048.41,Nashville
0.99,7055.57,New Orleans/Mobile
1.95,77509.63,New York
1.73,261550.1,Northeast
1.74,33158.81,Northern New England
1.47,4810.3,Orlando
1.45,34568.37,Philadelphia
2.28,11057.18,Phoenix/Tucson
1.67,11357.8,Pittsburgh
1.54,63026.01,Plains
2.44,27909.59,Portland
2.71,14801.2,Raleigh/Greensboro
1.35,15545.18,Richmond/Norfolk
1.46,7057.88,Roanoke
1.87,15379.79,Sacramento
2.49,14401.51,San Diego
2.07,54622.19,San Francisco
2.53,44378.83,Seattle
1.99,14469.95,South Carolina
1.66,114704.81,South Central
1.47,94206.87,Southeast
2.04,5166.49,Spokane
1.97,10164.38,St. Louis
1.69,2589.6,Syracuse
1.37,7689.29,Tampa
1.8,1315173.72,Total U.S.
2.24,216849.88,West
2.06,12743.27,West Tex/New Mexico
1.84,2614.53,Albany
1.48,17572.57,Atlanta
1.54,52754.85,Baltimore/Washington
2.21,4049.8,Boise
1.86,29410.47,Boston
1.63,8773.37,Buffalo/Rochester
2.02,200777.87,California
2.28,12140.27,Charlotte
1.77,39416.97,Chicago
1.06,19372.64,Cincinnati/Dayton
0.97,25064.19,Columbus
1.64,26701.8,Dallas/Ft. Worth
2.1,29649.68,Denver
0.95,53663.77,Detroit
1.76,6467.32,Grand Rapids
1.2,277726.07,Great Lakes
1.27,20598.36,Harrisburg/Scranton
1.91,17197.32,Hartford/Springfield
1.67,24414.1,Houston
0.98,22158.11,Indianapolis
1.25,3398.42,Jacksonville
2.16,10254.69,Las Vegas
2.06,80413.37,Los Angeles
1.61,4564.64,Louisville
1.59,3175.65,Miami/Ft. Lauderdale
1.69,189961.67,Midsouth
1.24,14659.78,Nashville
1.0,9253.88,New Orleans/Mobile
1.86,84010.87,New York
1.72,258623.48,Northeast
1.84,24609.34,Northern New England
1.43,3294.47,Orlando
1.44,37584.99,Philadelphia
2.16,12960.17,Phoenix/Tucson
1.66,11098.92,Pittsburgh
1.62,64900.15,Plains
2.42,27756.89,Portland
2.69,16061.29,Raleigh/Greensboro
1.28,19641.39,Richmond/Norfolk
1.44,10903.26,Roanoke
1.82,14658.2,Sacramento
2.2,14302.07,San Diego
2.05,50999.13,San Francisco
2.4,62007.96,Seattle
1.74,15758.51,South Carolina
1.59,131219.62,South Central
1.44,90490.56,Southeast
2.13,5253.0,Spokane
2.12,11047.68,St. Louis
1.66,3413.72,Syracuse
1.32,6193.04,Tampa
1.71,1450423.0,Total U.S.
2.23,236723.57,West
2.08,11709.97,West Tex/New Mexico
1.32,4222.82,Albany
1.27,38781.37,Atlanta
1.39,68308.11,Baltimore/Washington
2.14,3809.56,Boise
1.9,23676.45,Boston
1.5,8039.89,Buffalo/Rochester
1.93,205183.89,California
2.04,13184.53,Charlotte
1.94,28054.14,Chicago
1.15,21070.96,Cincinnati/Dayton
1.1,17377.85,Columbus
1.37,28588.38,Dallas/Ft. Worth
1.97,28191.16,Denver
1.03,38748.25,Detroit
1.68,6022.12,Grand Rapids
1.29,230416.27,Great Lakes
1.18,27429.67,Harrisburg/Scranton
1.87,17856.31,Hartford/Springfield
1.58,26125.67,Houston
1.07,17070.85,Indianapolis
1.25,3491.0,Jacksonville
1.86,12801.22,Las Vegas
1.9,84475.83,Los Angeles
1.5,5320.08,Louisville
1.54,4468.71,Miami/Ft. Lauderdale
1.51,223835.74,Midsouth
1.28,17696.04,Nashville
1.05,12123.82,New Orleans/Mobile
1.79,91816.31,New York
1.59,282422.89,Northeast
1.81,18322.08,Northern New England
1.46,4633.84,Orlando
1.31,51011.28,Philadelphia
1.95,17310.32,Phoenix/Tucson
1.59,11660.37,Pittsburgh
1.5,69596.02,Plains
2.36,29535.02,Portland
2.22,14225.86,Raleigh/Greensboro
1.29,21048.02,Richmond/Norfolk
1.4,12691.22,Roanoke
1.82,13865.33,Sacramento
2.01,16639.02,San Diego
2.07,49012.25,San Francisco
2.32,48297.21,Seattle
1.5,23077.85,South Carolina
1.46,138637.72,South Central
1.31,142308.42,Southeast
2.09,4502.05,Spokane
1.84,10761.21,St. Louis
1.42,4409.75,Syracuse
1.23,5409.94,Tampa
1.61,1532413.54,Total U.S.
2.05,240012.54,West
1.58,21982.39,West Tex/New Mexico
1.45,3324.93,Albany
1.53,37665.38,Atlanta
1.37,68488.28,Baltimore/Washington
2.18,3955.96,Boise
1.94,22040.47,Boston
1.49,7150.24,Buffalo/Rochester
1.91,230884.73,California
1.84,16184.05,Charlotte
1.82,25873.8,Chicago
1.14,51538.83,Cincinnati/Dayton
1.25,17970.66,Columbus
1.29,30876.11,Dallas/Ft. Worth
2.03,26323.99,Denver
1.18,36156.81,Detroit
1.76,7533.95,Grand Rapids
1.3,270095.95,Great Lakes
1.19,23713.25,Harrisburg/Scranton
1.91,14163.33,Hartford/Springfield
1.71,19037.8,Houston
1.12,16536.76,Indianapolis
1.04,4936.32,Jacksonville
1.89,12058.37,Las Vegas
1.96,98521.78,Los Angeles
1.69,9469.59,Louisville
1.53,5930.64,Miami/Ft. Lauderdale
1.49,265449.32,Midsouth
1.67,16346.51,Nashville
1.26,4127.33,New Orleans/Mobile
1.84,88948.59,New York
1.64,259123.63,Northeast
1.91,17637.14,Northern New England
1.43,4243.48,Orlando
1.31,47828.32,Philadelphia
1.93,16734.75,Phoenix/Tucson
1.63,11463.82,Pittsburgh
1.49,63260.5,Plains
2.08,25604.46,Portland
2.06,16428.82,Raleigh/Greensboro
1.16,27040.34,Richmond/Norfolk
1.34,18432.33,Roanoke
1.68,13919.31,Sacramento
2.05,18813.35,San Diego
1.9,52098.54,San Francisco
2.4,41091.51,Seattle
1.45,24081.27,South Carolina
1.48,147730.0,South Central
1.4,146491.16,Southeast
2.07,4238.73,Spokane
1.95,9956.42,St. Louis
1.41,3618.24,Syracuse
1.2,5882.39,Tampa
1.61,1602097.06,Total U.S.
2.04,219061.88,West
1.66,25902.86,West Tex/New Mexico
1.49,2880.72,Albany
1.35,57406.01,Atlanta
1.39,73420.38,Baltimore/Washington
2.14,3980.82,Boise
1.77,29201.1,Boston
1.52,9349.26,Buffalo/Rochester
1.76,245222.2,California
2.1,13692.73,Charlotte
1.91,24431.7,Chicago
1.56,16992.3,Cincinnati/Dayton
1.59,10908.02,Columbus
1.33,31199.76,Dallas/Ft. Worth
1.88,23895.55,Denver
1.46,19486.08,Detroit
1.66,7541.3,Grand Rapids
1.52,177577.02,Great Lakes
1.16,30501.76,Harrisburg/Scranton
1.75,21191.98,Hartford/Springfield
1.86,15650.11,Houston
1.32,9155.83,Indianapolis
1.2,3444.2,Jacksonville
1.93,10921.35,Las Vegas
1.7,114898.15,Los Angeles
1.67,7898.52,Louisville
1.49,9030.42,Miami/Ft. Lauderdale
1.6,243612.4,Midsouth
1.46,20239.6,Nashville
1.36,3254.96,New Orleans/Mobile
1.8,90708.76,New York
1.56,298816.92,Northeast
1.71,19015.2,Northern New England
1.41,6465.78,Orlando
1.29,51398.06,Philadelphia
1.96,16544.24,Phoenix/Tucson
1.43,12658.02,Pittsburgh
1.52,62801.17,Plains
1.97,28683.25,Portland
2.39,16121.5,Raleigh/Greensboro
1.34,18589.06,Richmond/Norfolk
1.64,10894.75,Roanoke
1.67,13326.85,Sacramento
1.75,21739.3,San Diego
1.93,47676.47,San Francisco
2.36,49761.71,Seattle
1.47,28469.69,South Carolina
1.55,127548.53,South Central
1.35,181782.26,Southeast
1.97,4079.2,Spokane
2.07,9937.12,St. Louis
1.55,3515.92,Syracuse
1.19,8594.33,Tampa
1.63,1563604.7,Total U.S.
1.99,226244.09,West
1.63,27335.84,West Tex/New Mexico
1.31,4165.93,Albany
1.21,57521.53,Atlanta
1.41,45992.12,Baltimore/Washington
2.03,3853.54,Boise
1.75,24970.21,Boston
1.22,10792.36,Buffalo/Rochester
1.69,240246.66,California
2.06,12879.06,Charlotte
1.58,50666.69,Chicago
1.51,21838.8,Cincinnati/Dayton
1.45,13861.94,Columbus
1.18,33621.82,Dallas/Ft. Worth
1.74,26316.54,Denver
1.68,17177.75,Detroit
1.59,6862.74,Grand Rapids
1.47,233343.36,Great Lakes
1.23,16589.99,Harrisburg/Scranton
1.72,15825.43,Hartford/Springfield
1.59,15793.07,Houston
1.39,9736.94,Indianapolis
1.1,4785.22,Jacksonville
1.8,13021.29,Las Vegas
1.6,106075.36,Los Angeles
1.17,13697.83,Louisville
1.47,8670.78,Miami/Ft. Lauderdale
1.44,235324.87,Midsouth
1.15,31377.06,Nashville
1.31,2814.01,New Orleans/Mobile
1.85,79587.34,New York
1.62,235950.8,Northeast
1.63,18753.23,Northern New England
1.4,7269.27,Orlando
1.53,27229.83,Philadelphia
1.9,17466.49,Phoenix/Tucson
1.51,10527.74,Pittsburgh
1.43,64103.31,Plains
1.86,32055.3,Portland
2.15,14272.82,Raleigh/Greensboro
1.25,20215.87,Richmond/Norfolk
1.38,11431.11,Roanoke
1.67,14342.09,Sacramento
1.64,20423.51,San Diego
1.92,50128.2,San Francisco
2.15,44006.44,Seattle
1.38,27218.24,South Carolina
1.38,131993.88,South Central
1.26,181867.14,Southeast
1.68,4321.57,Spokane
1.91,8444.65,St. Louis
1.25,4833.6,Syracuse
1.12,8814.1,Tampa
1.55,1558936.59,Total U.S.
1.85,236106.56,West
1.59,27427.43,West Tex/New Mexico
1.38,3302.71,Albany
1.08,44754.43,Atlanta
1.61,37180.02,Baltimore/Washington
2.03,4061.32,Boise
1.83,23445.58,Boston
1.35,9979.87,Buffalo/Rochester
1.72,248410.9,California
1.88,13081.78,Charlotte
1.37,76674.34,Chicago
1.14,27754.83,Cincinnati/Dayton
1.04,17590.94,Columbus
1.11,33701.68,Dallas/Ft. Worth
1.77,27480.16,Denver
1.32,26854.03,Detroit
1.62,7584.27,Grand Rapids
1.25,275392.63,Great Lakes
1.48,11695.82,Harrisburg/Scranton
2.03,10778.93,Hartford/Springfield
1.43,16699.18,Houston
1.01,16316.07,Indianapolis
0.99,7190.47,Jacksonville
1.83,12081.22,Las Vegas
1.66,117147.98,Los Angeles
1.19,6894.72,Louisville
1.46,7984.14,Miami/Ft. Lauderdale
1.48,188534.6,Midsouth
1.09,14168.91,Nashville
1.35,3022.14,New Orleans/Mobile
1.99,61840.37,New York
1.78,190116.21,Northeast
1.83,17655.79,Northern New England
1.38,7625.36,Orlando
1.81,18051.68,Philadelphia
1.93,16656.31,Phoenix/Tucson
1.47,10425.1,Pittsburgh
1.44,55628.79,Plains
1.88,31224.06,Portland
2.15,14069.19,Raleigh/Greensboro
1.16,21714.74,Richmond/Norfolk
1.18,14890.67,Roanoke
1.68,12675.12,Sacramento
1.67,27769.2,San Diego
1.92,44661.75,San Francisco
1.8,65895.59,Seattle
1.26,25088.52,South Carolina
1.28,134780.73,South Central
1.16,165889.69,Southeast
1.91,4762.96,Spokane
2.07,7569.5,St. Louis
1.42,4282.82,Syracuse
0.95,9324.25,Tampa
1.52,1509202.02,Total U.S.
1.82,250448.41,West
1.67,22364.92,West Tex/New Mexico
1.48,2650.1,Albany
1.06,28886.18,Atlanta
1.52,36429.7,Baltimore/Washington
1.94,3700.87,Boise
1.78,19725.39,Boston
1.3,4581.8,Buffalo/Rochester
1.72,249771.34,California
1.9,13096.96,Charlotte
1.41,38452.67,Chicago
0.95,47865.29,Cincinnati/Dayton
0.94,26651.32,Columbus
1.08,37698.8,Dallas/Ft. Worth
1.82,22524.39,Denver
1.22,25387.15,Detroit
1.61,6403.05,Grand Rapids
1.12,284248.13,Great Lakes
1.29,13583.25,Harrisburg/Scranton
1.89,10709.22,Hartford/Springfield
1.57,18280.21,Houston
0.93,22422.57,Indianapolis
1.0,7030.67,Jacksonville
1.86,10025.66,Las Vegas
1.66,110399.8,Los Angeles
1.32,4576.22,Louisville
1.47,9216.37,Miami/Ft. Lauderdale
1.45,185844.48,Midsouth
1.11,9849.35,Nashville
1.34,2772.06,New Orleans/Mobile
1.8,62639.05,New York
1.67,180518.31,Northeast
1.83,16625.12,Northern New England
1.38,7768.49,Orlando
1.59,21842.67,Philadelphia
1.94,15911.71,Phoenix/Tucson
1.43,10376.35,Pittsburgh
1.52,63120.91,Plains
1.76,23016.6,Portland
2.13,14329.3,Raleigh/Greensboro
1.09,24722.27,Richmond/Norfolk
1.18,14102.78,Roanoke
1.71,13984.42,Sacramento
1.63,26165.81,San Diego
1.9,49267.32,San Francisco
1.81,46959.39,Seattle
1.27,24282.06,South Carolina
1.33,139935.71,South Central
1.16,142980.84,Southeast
1.67,4766.52,Spokane
2.02,14024.55,St. Louis
1.38,2915.9,Syracuse
0.93,10846.34,Tampa
1.47,1453261.28,Total U.S.
1.8,206841.45,West
1.71,20648.57,West Tex/New Mexico
1.63,2238.58,Albany
0.91,49673.78,Atlanta
1.51,38878.94,Baltimore/Washington
2.04,3018.94,Boise
1.76,22859.94,Boston
1.37,6851.46,Buffalo/Rochester
1.62,261798.97,California
1.95,11966.18,Charlotte
1.01,98418.79,Chicago
0.8,32973.88,Cincinnati/Dayton
0.81,24846.12,Columbus
1.07,34057.95,Dallas/Ft. Worth
1.65,25114.4,Denver
0.84,36643.57,Detroit
1.34,8560.59,Grand Rapids
0.93,373404.77,Great Lakes
1.35,14028.91,Harrisburg/Scranton
1.95,9509.59,Hartford/Springfield
1.62,14394.59,Houston
0.77,32775.95,Indianapolis
0.96,8203.56,Jacksonville
1.93,10143.47,Las Vegas
1.51,116142.88,Los Angeles
1.03,4423.48,Louisville
1.42,9123.18,Miami/Ft. Lauderdale
1.25,243429.55,Midsouth
0.98,14090.16,Nashville
1.4,2747.73,New Orleans/Mobile
1.8,62611.03,New York
1.69,185944.66,Northeast
1.84,20456.55,Northern New England
1.34,7666.0,Orlando
1.57,23116.89,Philadelphia
1.95,15980.38,Phoenix/Tucson
1.53,6033.16,Pittsburgh
1.47,57185.44,Plains
1.73,37309.87,Portland
2.11,13152.04,Raleigh/Greensboro
0.98,31771.84,Richmond/Norfolk
0.96,29629.83,Roanoke
1.61,15244.78,Sacramento
1.6,27000.42,San Diego
1.87,53635.24,San Francisco
1.65,78568.22,Seattle
1.22,26175.06,South Carolina
1.21,155803.59,South Central
1.02,198636.03,Southeast
1.75,4487.25,Spokane
2.11,10106.41,St. Louis
1.42,3035.78,Syracuse
0.91,10657.26,Tampa
1.33,1736175.58,Total U.S.
1.73,259972.52,West
1.7,19710.28,West Tex/New Mexico
1.59,2836.81,Albany
1.04,38861.95,Atlanta
1.36,41706.59,Baltimore/Washington
1.96,4156.66,Boise
1.61,26082.18,Boston
1.22,8351.01,Buffalo/Rochester
1.63,223627.52,California
1.82,12508.91,Charlotte
1.07,84378.35,Chicago
0.91,36044.37,Cincinnati/Dayton
0.88,21571.71,Columbus
1.08,33309.8,Dallas/Ft. Worth
1.7,26422.03,Denver
0.88,48080.19,Detroit
1.37,6791.46,Grand Rapids
1.0,338252.71,Great Lakes
1.19,14694.93,Harrisburg/Scranton
1.78,12520.81,Hartford/Springfield
1.51,13144.78,Houston
0.89,22293.13,Indianapolis
0.94,9040.15,Jacksonville
1.87,10308.0,Las Vegas
1.48,95376.08,Los Angeles
1.03,12884.36,Louisville
1.27,8959.69,Miami/Ft. Lauderdale
1.29,230761.12,Midsouth
1.05,20700.61,Nashville
1.34,2273.64,New Orleans/Mobile
1.58,79868.58,New York
1.55,218941.47,Northeast
1.91,19126.11,Northern New England
1.21,7862.06,Orlando
1.43,26790.37,Philadelphia
1.87,17118.68,Phoenix/Tucson
1.64,5629.59,Pittsburgh
1.38,55169.99,Plains
1.84,40631.16,Portland
2.05,13345.09,Raleigh/Greensboro
1.07,24454.91,Richmond/Norfolk
1.09,18305.94,Roanoke
1.67,14857.37,Sacramento
1.44,17699.65,San Diego
1.93,50369.61,San Francisco
1.75,79537.23,Seattle
1.22,23723.55,South Carolina
1.28,124142.97,South Central
1.08,162977.56,Southeast
1.95,4487.51,Spokane
1.89,7456.36,St. Louis
1.37,3904.92,Syracuse
0.96,10247.59,Tampa
1.38,1626558.38,Total U.S.
1.79,272685.12,West
1.72,21292.34,West Tex/New Mexico
1.46,3090.0,Albany
1.37,25325.0,Atlanta
1.41,35148.0,Baltimore/Washington
1.94,4062.0,Boise
1.75,21447.0,Boston
1.18,8419.0,Buffalo/Rochester
1.73,249237.0,California
1.94,12137.0,Charlotte
1.57,54554.0,Chicago
1.28,18963.0,Cincinnati/Dayton
1.18,15755.0,Columbus
1.41,25166.0,Dallas/Ft. Worth
1.82,24693.0,Denver
1.13,37534.0,Detroit
1.02,13426.0,Grand Rapids
1.28,249657.0,Great Lakes
1.21,14708.0,Harrisburg/Scranton
2.05,9218.0,Hartford/Springfield
1.73,12933.0,Houston
1.1,14667.0,Indianapolis
1.1,4729.0,Jacksonville
1.86,10138.0,Las Vegas
1.67,109279.0,Los Angeles
1.25,11296.0,Louisville
1.3,10308.0,Miami/Ft. Lauderdale
1.5,192005.0,Midsouth
1.11,26407.0,Nashville
1.42,2152.0,New Orleans/Mobile
1.72,71860.0,New York
1.62,199815.0,Northeast
1.93,18696.0,Northern New England
