average_price,4046,4225,4770,small_bags,large_bags,xlarge_bags,type,geography
1.87,1404.37,21975.77,207.42,4824.25,58341.37,72.47,organic,Seattle
1.32,218684.04,52210.26,3098.51,150506.95,51494.78,5331.45,conventional,South Carolina
1.98,210.12,4509.17,32.58,10385.3,2291.87,0.0,organic,South Carolina
1.02,2941634.15,997006.96,145883.58,1909944.08,1005436.07,6430.24,conventional,South Central
1.63,22033.29,4379.88,3167.68,98348.65,28915.2,0.0,organic,South Central
1.25,2273053.78,241498.72,23472.07,1343506.15,1309324.49,43857.86,conventional,Southeast
1.64,2662.46,12098.64,37.4,45008.64,13303.57,0.0,organic,Southeast
1.52,26300.35,28167.32,69.31,17701.53,29220.11,68.97,conventional,Spokane
2.24,64.38,1889.78,0.0,547.18,1783.64,0.0,organic,Spokane
1.13,117418.22,9237.59,743.38,117011.11,11287.11,613.89,conventional,St. Louis
1.59,557.79,1814.64,0.0,9692.13,0.0,0.0,organic,St. Louis
1.37,3685.53,57844.71,127.0,17955.37,14318.95,966.67,conventional,Syracuse
1.52,93.46,280.39,0.0,1457.79,2599.31,0.0,organic,Syracuse
1.22,229623.96,17544.57,2357.67,127229.13,198494.3,13.33,conventional,Tampa
1.25,296.94,3.0,0.0,1021.64,0.0,0.0,organic,Tampa
1.31,11623029.55,10706872.74,824382.07,10942409.29,6110523.23,307653.74,conventional,Total U.S.
1.76,124635.45,246675.94,4532.34,853477.96,237727.68,161.57,organic,Total U.S.
1.24,1773510.3,1621752.88,131427.64,1410115.02,2010695.41,17641.91,conventional,West
1.95,23278.19,55898.29,992.78,65239.21,107491.39,161.57,organic,West
1.18,407579.65,109794.21,78585.53,208343.38,85736.35,46.44,conventional,West Tex/New Mexico
1.9,1680.06,1338.66,1804.28,7896.86,949.6,0.0,organic,West Tex/New Mexico
1.52,3396.41,98544.23,281.0,7924.36,4439.72,3383.34,conventional,Albany
1.88,104.12,509.59,0.0,1825.83,0.0,0.0,organic,Albany
1.04,319390.94,28981.01,3366.78,295909.19,99612.63,13747.58,conventional,Atlanta
1.24,289.54,3800.46,0.0,22755.71,6773.37,0.0,organic,Atlanta
1.46,130931.51,519480.98,10390.33,206736.34,96696.28,15490.0,conventional,Baltimore/Washington
1.68,226.68,5429.33,15.33,27476.41,4763.64,0.0,organic,Baltimore/Washington
1.25,38252.59,11544.25,9011.32,21195.19,42725.99,959.92,conventional,Boise
1.99,9.07,1312.13,0.0,1020.0,1300.16,0.0,organic,Boise
1.58,10051.95,547913.45,3006.05,131810.18,6486.44,4533.33,conventional,Boston
1.89,59.58,2435.4,0.0,13565.26,11743.59,0.0,organic,Boston
1.29,7455.23,85918.65,345.26,73427.52,13775.17,5560.0,conventional,Buffalo/Rochester
1.57,395.6,160.35,0.0,3545.72,39.16,0.0,organic,Buffalo/Rochester
1.46,1607429.09,1655386.85,242003.58,1792696.36,460803.66,479699.29,conventional,California
2.15,36192.97,69983.64,0.0,70755.11,111.61,0.0,organic,California
1.27,134849.3,60765.63,6646.43,106272.7,9681.78,0.0,conventional,Charlotte
1.88,58.75,5195.04,48.11,10234.88,0.0,0.0,organic,Charlotte
1.53,111844.54,283532.55,36825.83,144503.73,175538.17,2817.26,conventional,Chicago
1.84,365.44,5502.81,0.0,20647.35,15189.74,0.0,organic,Chicago
1.01,89767.77,32056.92,9001.2,240137.93,17484.67,11664.61,conventional,Cincinnati/Dayton
1.28,137.4,2686.38,0.0,15471.07,7357.84,0.0,organic,Cincinnati/Dayton
0.97,77298.99,36207.61,2368.42,106436.1,37436.87,5764.06,conventional,Columbus
0.92,473.73,1288.38,0.0,31427.88,2019.46,0.0,organic,Columbus
0.95,535192.18,306226.65,21761.36,390388.82,335911.52,23.49,conventional,Dallas/Ft. Worth
1.33,5081.52,838.9,577.37,15991.68,4733.33,0.0,organic,Dallas/Ft. Worth
1.03,202600.09,180681.59,7652.55,163618.04,503886.7,1112.23,conventional,Denver
1.47,6858.34,1884.51,10.27,11646.93,10948.14,0.0,organic,Denver
1.03,177763.38,61542.37,90001.61,297729.42,45278.48,6991.71,conventional,Detroit
1.24,414.87,2898.4,0.0,20722.86,3624.77,0.0,organic,Detroit
1.47,5026.47,82675.69,86917.1,27009.98,4496.52,11506.91,conventional,Grand Rapids
1.47,13.22,1973.1,0.0,8260.53,6.53,0.0,organic,Grand Rapids
1.16,900214.58,1059327.48,382341.53,1611468.51,768567.31,71296.18,conventional,Great Lakes
1.26,3737.23,23752.59,0.0,223318.77,44023.6,0.0,organic,Great Lakes
1.24,60292.51,182958.12,512.24,93970.26,10808.96,13036.67,conventional,Harrisburg/Scranton
1.51,191.82,359.1,0.0,9407.97,2624.54,0.0,organic,Harrisburg/Scranton
1.53,6867.25,313137.11,847.93,53807.57,5559.63,3043.33,conventional,Hartford/Springfield
2.35,453.08,6116.23,0.0,6062.46,53.19,0.0,organic,Hartford/Springfield
0.96,410421.27,206246.4,5123.23,183777.89,581407.93,75.97,conventional,Houston
1.6,14286.49,175.77,0.0,19750.58,260.0,0.0,organic,Houston
1.0,67392.15,67558.36,5511.51,135633.79,25515.37,2841.12,conventional,Indianapolis
1.07,169.15,1134.89,0.0,18371.13,2322.03,0.0,organic,Indianapolis
1.34,81652.91,7126.78,1019.42,39637.7,87021.2,6.67,conventional,Jacksonville
1.7,51.7,226.11,0.0,1341.11,0.0,0.0,organic,Jacksonville
1.04,76598.19,121866.62,8119.93,84519.42,142251.72,4606.06,conventional,Las Vegas
1.64,1633.34,1701.9,0.0,9222.79,43.32,0.0,organic,Las Vegas
1.29,819844.77,332516.92,174215.57,1142700.6,253257.41,408007.91,conventional,Los Angeles
2.04,12823.82,32133.54,0.0,38844.87,85.89,0.0,organic,Los Angeles
1.0,32915.45,16016.88,272.87,74958.07,25844.35,0.0,conventional,Louisville
1.1,0.0,840.61,0.0,5402.13,2046.39,0.0,organic,Louisville
1.38,318346.08,26757.15,6206.72,176938.11,396673.46,1643.33,conventional,Miami/Ft. Lauderdale
1.24,531.12,1.0,0.0,2900.45,0.0,0.0,organic,Miami/Ft. Lauderdale
1.19,1358858.43,1043109.63,34884.29,1444106.56,346751.61,53376.58,conventional,Midsouth
1.51,990.38,34004.32,236.37,152649.12,25392.64,0.0,organic,Midsouth
1.04,118021.11,6550.22,464.58,132062.27,32095.14,22.2,conventional,Nashville
1.24,63.02,1257.7,0.0,9812.74,4548.86,0.0,organic,Nashville
1.06,185488.3,19396.92,1094.0,83864.97,42463.35,5073.33,conventional,New Orleans/Mobile
1.05,682.06,0.0,0.0,7863.34,176.47,0.0,organic,New Orleans/Mobile
1.64,48850.66,1182920.45,17352.41,375783.7,123876.17,6592.68,conventional,New York
2.05,17958.36,17493.38,36.51,45330.78,4936.3,0.0,organic,New York
1.51,249944.61,3551630.41,28353.07,1091015.05,327143.5,64211.53,conventional,Northeast
1.89,25988.21,38497.97,31.74,128296.62,30566.77,0.0,organic,Northeast
1.53,8459.71,469902.89,429.3,31592.71,26798.6,4310.0,conventional,Northern New England
1.66,350.95,5597.87,0.0,13279.52,7596.04,0.0,organic,Northern New England
1.29,197086.55,12516.58,5449.47,114267.28,149130.44,6.67,conventional,Orlando
1.14,148.78,0.0,0.0,2506.67,70.0,0.0,organic,Orlando
1.39,35117.89,307400.72,2849.96,151075.89,41487.86,9627.18,conventional,Philadelphia
1.69,3653.86,3687.67,0.0,16701.22,3177.56,0.0,organic,Philadelphia
0.99,315100.94,251069.23,14409.08,235642.25,308838.33,9862.05,conventional,Phoenix/Tucson
1.92,1630.32,2822.7,0.0,7517.23,609.04,0.0,organic,Phoenix/Tucson
1.25,33461.75,15347.75,2026.01,33861.94,58267.61,700.0,conventional,Pittsburgh
1.58,1385.46,22.9,0.0,4717.69,0.0,0.0,organic,Pittsburgh
1.25,859645.82,535499.15,27641.58,693540.68,129684.18,24261.73,conventional,Plains
1.24,8316.44,6366.7,6.49,91475.58,10666.36,0.0,organic,Plains
1.17,65529.77,286188.31,15607.86,182543.83,332867.54,5147.22,conventional,Portland
1.75,608.63,7715.34,0.0,2626.79,24879.85,13.01,organic,Portland
1.17,211154.72,68658.09,7419.32,125707.24,18295.89,3.33,conventional,Raleigh/Greensboro
2.19,82.19,5321.78,22.34,11590.43,0.0,0.0,organic,Raleigh/Greensboro
1.05,113179.21,63957.81,2393.86,137512.63,23241.07,14486.67,conventional,Richmond/Norfolk
1.22,24.25,2590.69,31.24,18149.61,3091.99,0.0,organic,Richmond/Norfolk
0.99,70858.34,29212.82,144.32,114985.91,24207.2,6703.33,conventional,Roanoke
1.24,48.33,1249.41,0.0,10827.16,2545.88,0.0,organic,Roanoke
1.64,125637.51,250404.68,3387.86,72927.47,15646.83,4601.27,conventional,Sacramento
2.07,2808.17,3186.68,0.0,4046.38,0.0,0.0,organic,Sacramento
1.37,104207.92,127656.5,26513.63,191827.09,90082.83,608.6,conventional,San Diego
2.21,2782.15,12055.01,0.0,3858.74,16.67,0.0,organic,San Diego
1.88,174943.77,426037.4,10135.67,137172.86,50313.62,9235.31,conventional,San Francisco
2.36,11657.88,8396.35,0.0,11408.19,0.0,0.0,organic,San Francisco
1.37,92290.71,215767.12,1475.08,118004.42,304779.9,432.27,conventional,Seattle
1.77,840.71,22481.98,15.59,4048.01,63864.5,324.77,organic,Seattle
1.24,205647.33,48060.62,3109.29,161968.82,51817.43,6366.19,conventional,South Carolina
1.68,238.46,4039.09,12.85,10219.89,2454.55,0.0,organic,South Carolina
1.01,2626097.55,1186069.79,138507.65,1571371.6,1605612.98,61634.3,conventional,South Central
1.44,33453.67,4516.88,3430.98,111998.33,13770.02,0.0,organic,South Central
1.21,2133707.08,212304.34,28163.02,1426740.83,1332135.94,54007.96,conventional,Southeast
1.31,1941.29,12744.0,14.33,69906.97,14623.0,0.0,organic,Southeast
1.26,23464.32,34815.93,65.27,15671.8,49359.49,35.11,conventional,Spokane
1.73,143.81,1795.61,0.0,705.78,3040.62,123.27,organic,Spokane
1.22,94548.79,8979.93,625.95,96931.35,14772.52,1539.44,conventional,St. Louis
1.63,1293.17,2339.83,0.0,8342.26,2385.19,0.0,organic,St. Louis
1.37,2530.77,49463.76,128.0,22480.84,5023.31,3233.33,conventional,Syracuse
1.65,85.5,225.66,0.0,1555.86,6.23,0.0,organic,Syracuse
1.23,196678.99,14222.8,3187.01,133765.26,194779.42,53.33,conventional,Tampa
1.16,150.98,0.0,0.0,1337.78,0.0,0.0,organic,Tampa
1.23,11420785.75,11004956.59,1002653.78,11094953.78,7743206.2,844929.83,conventional,Total U.S.
1.59,135882.54,248081.41,4350.84,924950.32,268351.61,572.24,organic,Total U.S.
1.12,1684888.6,1761628.92,120759.05,1464014.1,2772506.94,36442.23,conventional,West
1.74,25262.34,58215.3,630.93,76549.85,129197.6,572.24,organic,West
1.08,440303.74,104899.96,69458.32,217252.01,131810.91,4141.91,conventional,West Tex/New Mexico
1.63,1732.07,1029.98,1696.75,10020.7,734.58,0.0,organic,West Tex/New Mexico
1.57,5065.27,144127.47,217.01,9000.49,6223.31,336.66,conventional,Albany
1.92,147.89,626.97,0.0,1774.84,0.0,0.0,organic,Albany
1.05,330087.44,29035.92,2662.4,330571.74,65608.36,10126.67,conventional,Atlanta
1.31,250.35,4062.75,0.0,10914.3,8150.05,0.0,organic,Atlanta
1.47,127176.72,479394.15,9591.83,197805.87,122757.18,1080.0,conventional,Baltimore/Washington
1.64,799.09,6671.33,12.89,26055.95,4596.44,0.0,organic,Baltimore/Washington
1.32,35179.68,10079.78,8504.63,22502.49,26085.59,1042.05,conventional,Boise
2.07,0.0,1223.74,0.0,860.92,1284.49,0.0,organic,Boise
1.47,10003.2,610745.82,2701.47,158078.48,5555.08,1050.0,conventional,Boston
1.86,60.45,3024.74,0.0,12174.19,15307.51,0.0,organic,Boston
1.29,9381.02,76808.69,244.26,80156.73,12901.81,1120.0,conventional,Buffalo/Rochester
1.82,499.68,154.05,0.0,1516.26,5846.88,0.0,organic,Buffalo/Rochester
1.32,1876142.49,2203975.96,254807.07,1849971.3,602895.71,364052.79,conventional,California
1.99,28380.53,56770.99,0.0,106700.08,3363.68,0.0,organic,California
1.34,126197.17,55790.93,6031.85,88693.77,10223.79,1943.33,conventional,Charlotte
1.69,36.1,4922.1,58.47,11246.42,0.0,0.0,organic,Charlotte
1.24,113661.42,241242.96,33717.27,122078.15,476310.13,692.24,conventional,Chicago
1.93,345.32,4756.61,0.0,24228.28,7645.93,0.0,organic,Chicago
1.04,88182.19,20656.48,9760.62,169216.45,20471.21,8488.6,conventional,Cincinnati/Dayton
1.41,181.77,3027.8,0.0,10529.63,8115.92,0.0,organic,Cincinnati/Dayton
0.95,76108.86,21849.85,2462.56,138093.75,29825.4,5270.53,conventional,Columbus
1.3,443.03,1254.71,0.0,6309.43,4602.19,0.0,organic,Columbus
0.97,505035.95,307713.44,21075.58,394804.82,291168.8,48.98,conventional,Dallas/Ft. Worth
1.16,4149.67,712.34,497.49,18407.5,1963.33,0.0,organic,Dallas/Ft. Worth
1.04,195371.12,192461.81,6298.5,166261.37,493613.62,3256.25,conventional,Denver
1.35,7142.57,1898.91,10.38,17496.13,5187.76,0.0,organic,Denver
1.06,169065.24,44821.99,49693.63,264205.86,30364.12,7766.84,conventional,Detroit
1.06,376.78,2682.93,0.0,30159.48,4808.83,0.0,organic,Detroit
1.68,5482.29,58240.23,37329.38,29405.08,9488.99,2742.07,conventional,Grand Rapids
1.5,63.29,1234.9,0.0,8507.43,16.35,0.0,organic,Grand Rapids
1.14,865240.17,806054.58,217730.35,1468790.9,999807.62,57631.71,conventional,Great Lakes
1.42,3361.53,22563.13,0.0,150164.22,44290.94,0.0,organic,Great Lakes
1.18,71323.73,186932.63,601.39,78781.13,28803.14,1836.67,conventional,Harrisburg/Scranton
1.58,283.02,339.32,0.0,7463.66,2317.52,0.0,organic,Harrisburg/Scranton
1.53,7224.6,320461.14,722.04,53782.66,12378.64,663.33,conventional,Hartford/Springfield
2.38,723.76,6271.33,0.0,6071.41,67.34,0.0,organic,Hartford/Springfield
0.97,433169.39,232094.2,4262.35,178108.04,555305.25,44.89,conventional,Houston
1.59,9036.49,107.82,0.0,23736.24,43.33,0.0,organic,Houston
1.04,57819.53,44328.87,5921.63,118622.21,12660.51,5362.15,conventional,Indianapolis
1.2,250.14,1297.59,0.0,7925.27,3277.59,0.0,organic,Indianapolis
1.43,90507.27,10319.95,725.08,38457.37,65083.2,1226.67,conventional,Jacksonville
1.73,51.7,261.93,0.0,2927.77,0.0,0.0,organic,Jacksonville
1.06,74917.74,104249.91,5755.85,85870.14,167123.46,984.56,conventional,Las Vegas
1.68,1542.99,1479.04,0.0,8226.6,642.53,0.0,organic,Las Vegas
1.16,838244.41,652923.78,185462.2,1192528.77,310607.96,310110.6,conventional,Los Angeles
1.88,7433.3,23539.18,0.0,61565.6,2103.68,0.0,organic,Los Angeles
1.01,32493.03,14152.55,187.55,62889.77,23423.94,683.33,conventional,Louisville
0.97,7.45,825.01,0.0,10122.99,1696.67,0.0,organic,Louisville
1.34,327621.34,32540.71,4669.43,137568.55,448572.57,8056.66,conventional,Miami/Ft. Lauderdale
1.18,326.55,0.0,0.0,3536.98,0.0,0.0,organic,Miami/Ft. Lauderdale
1.21,1317356.36,954068.42,31484.51,1313984.6,354657.96,15863.35,conventional,Midsouth
1.42,1650.72,34220.91,207.65,159933.71,24622.2,0.0,organic,Midsouth
1.1,111249.05,6882.99,521.26,142160.35,22545.34,1354.58,conventional,Nashville
1.21,54.56,1268.69,0.0,15751.55,3410.53,0.0,organic,Nashville
1.09,199230.06,27453.54,874.97,77288.46,45964.44,4140.01,conventional,New Orleans/Mobile
0.93,567.57,0.0,0.0,8804.45,3.94,0.0,organic,New Orleans/Mobile
1.63,49341.42,1102402.66,16206.84,364758.8,194205.14,1402.49,conventional,New York
2.03,17123.47,16052.47,89.49,51291.05,4765.3,0.0,organic,New York
1.48,270018.61,3737778.73,26418.14,1054710.57,503613.56,13412.3,conventional,Northeast
1.91,24877.85,37992.3,77.76,121674.63,43638.87,0.0,organic,Northeast
1.4,7841.22,534293.43,393.94,34002.24,45838.22,1233.33,conventional,Northern New England
1.63,250.82,5229.35,0.0,15974.79,7033.42,0.0,organic,Northern New England
1.26,212315.59,16258.28,3660.5,118471.06,149142.45,103.33,conventional,Orlando
1.17,118.86,0.0,0.0,2438.89,3.33,0.0,organic,Orlando
1.38,35225.4,301022.13,2557.6,125715.38,72914.53,2321.17,conventional,Philadelphia
1.8,3460.22,3696.12,0.0,12606.95,2834.96,0.0,organic,Philadelphia
1.1,344534.07,207559.94,12447.45,253395.05,300705.92,3366.39,conventional,Phoenix/Tucson
1.93,2034.31,2706.33,0.0,7949.78,1038.79,0.0,organic,Phoenix/Tucson
1.23,32990.82,13120.47,2324.08,32156.7,62143.11,190.0,conventional,Pittsburgh
1.73,819.52,474.07,0.0,2982.8,0.0,0.0,organic,Pittsburgh
1.25,845950.31,490288.97,24410.57,637525.07,128498.12,56610.04,conventional,Plains
1.26,8667.35,5892.41,8.74,78982.12,9893.5,0.0,organic,Plains
1.08,73216.91,287745.48,15137.94,184187.16,205507.66,5506.59,conventional,Portland
1.88,698.76,8144.13,0.0,1043.27,22891.48,14.94,organic,Portland
1.22,196576.41,64381.0,6391.54,107052.89,18882.83,10.0,conventional,Raleigh/Greensboro
1.98,104.53,5028.99,38.87,11032.52,0.0,0.0,organic,Raleigh/Greensboro
1.05,121081.25,57572.35,1956.62,140837.93,18532.42,1886.67,conventional,Richmond/Norfolk
1.1,31.86,2450.25,15.35,15938.1,2727.37,0.0,organic,Richmond/Norfolk
1.02,71389.35,24130.96,126.28,88151.42,24663.88,2810.0,conventional,Roanoke
1.04,18.19,1306.66,0.0,16214.18,2188.91,0.0,organic,Roanoke
1.68,164759.84,227646.35,2900.45,80708.9,19372.38,2276.07,conventional,Sacramento
2.01,3731.46,3941.89,0.0,5106.08,0.0,0.0,organic,Sacramento
1.09,92253.92,247808.68,27370.91,164348.93,120028.06,5574.82,conventional,San Diego
1.94,994.59,8835.86,0.0,8871.23,640.45,0.0,organic,San Diego
1.75,256313.93,451537.17,9540.36,139428.82,62687.11,5182.32,conventional,San Francisco
2.21,9428.17,7687.75,0.0,15012.02,0.0,0.0,organic,San Francisco
1.44,93354.82,201648.58,1305.19,132086.56,201822.13,170.42,conventional,Seattle
1.94,765.84,20624.03,2.6,1430.97,59680.63,18.8,organic,Seattle
1.27,207123.07,47198.09,2564.16,152167.02,44068.51,7856.66,conventional,South Carolina
1.82,126.68,4083.46,5.14,9388.07,2317.85,0.0,organic,South Carolina
1.02,2567489.66,1225718.25,138828.6,1569424.27,1486551.89,75625.77,conventional,South Central
1.38,23707.14,4215.96,4159.49,110008.05,9271.93,0.0,organic,South Central
1.22,2230178.9,238759.26,20750.69,1408179.71,1297860.71,60629.37,conventional,Southeast
1.39,1468.89,12965.85,10.08,52587.25,16205.14,0.0,organic,Southeast
1.31,21982.18,30204.38,60.13,21975.6,28408.62,33.77,conventional,Spokane
1.8,117.76,2123.81,0.0,486.67,2805.12,0.0,organic,Spokane
1.32,83531.95,10641.76,650.29,87256.26,15990.31,5436.67,conventional,St. Louis
1.57,536.17,1974.21,0.0,7376.26,878.74,0.0,organic,St. Louis
1.43,3965.39,61419.53,97.0,25903.29,5996.48,790.0,conventional,Syracuse
1.77,117.84,221.65,0.0,1125.55,1852.18,0.0,organic,Syracuse
1.2,224790.88,20547.23,2257.13,134416.48,195884.19,393.33,conventional,Tampa
1.2,147.37,0.0,0.0,1261.33,0.0,0.0,organic,Tampa
1.22,11656650.13,11308618.81,825153.4,10846855.02,7806415.69,668140.57,conventional,Total U.S.
1.63,117688.94,232232.17,5414.31,858291.35,265537.19,76.82,organic,Total U.S.
1.15,1684273.63,1651974.63,110723.47,1544268.53,2432530.15,24315.25,conventional,West
1.81,25574.94,57610.63,950.59,78241.23,114250.93,76.82,organic,West
1.15,388867.4,96967.34,73343.85,187255.0,137773.93,281.43,conventional,West Tex/New Mexico
1.71,1565.31,1072.01,2532.86,9516.79,559.9,0.0,organic,West Tex/New Mexico
1.25,3796.12,132610.05,211.08,8257.88,6229.54,163.33,conventional,Albany
1.89,114.53,671.19,0.0,2267.02,0.0,0.0,organic,Albany
1.16,297234.39,27441.3,2616.89,309714.6,64454.2,7175.79,conventional,Atlanta
1.65,196.27,3158.97,0.0,8638.53,3251.98,0.0,organic,Atlanta
1.5,100007.42,454434.01,10681.48,186457.3,122018.56,1562.21,conventional,Baltimore/Washington
1.62,801.04,4799.31,11.66,28595.96,7813.07,0.0,organic,Baltimore/Washington
1.61,34006.89,6845.07,10681.23,21738.88,17928.87,1167.93,conventional,Boise
2.13,0.0,1083.41,0.0,1409.18,1034.46,0.0,organic,Boise
1.48,9171.17,573856.38,2405.34,138381.59,6527.65,236.66,conventional,Boston
1.77,46.34,2600.61,0.0,14622.63,18405.48,0.0,organic,Boston
1.32,7494.16,80365.9,241.52,77411.89,13835.89,344.44,conventional,Buffalo/Rochester
1.51,438.22,194.9,0.0,4178.88,8649.22,0.0,organic,Buffalo/Rochester
1.52,1732732.87,1685007.38,247981.4,1929304.65,401031.41,261922.59,conventional,California
1.96,38427.84,61149.82,0.0,117666.44,606.76,0.0,organic,California
1.52,97226.77,54669.57,5656.01,89305.06,9600.85,3233.33,conventional,Charlotte
1.64,39.85,4688.37,41.09,8125.54,0.0,0.0,organic,Charlotte
1.54,114237.58,234937.51,41994.24,134701.27,221184.02,399.31,conventional,Chicago
2.1,454.08,5247.39,0.0,24369.62,288.76,0.0,organic,Chicago
1.35,55346.44,21158.77,8761.11,154494.62,29325.17,4952.49,conventional,Cincinnati/Dayton
1.32,115.6,2987.19,0.0,28201.13,1844.7,0.0,organic,Cincinnati/Dayton
1.21,52436.75,20254.17,2766.43,97295.43,39450.95,3015.34,conventional,Columbus
1.61,457.75,1172.54,0.0,6635.93,1486.71,0.0,organic,Columbus
1.04,572248.22,256691.33,20723.84,413605.13,159665.35,85.3,conventional,Dallas/Ft. Worth
1.46,4242.62,820.92,1130.27,16011.66,483.33,0.0,organic,Dallas/Ft. Worth
1.17,185430.49,150567.86,6315.46,150832.78,476748.98,2182.85,conventional,Denver
1.6,7302.16,1673.42,11.54,8405.81,6857.16,0.0,organic,Denver
1.3,85961.41,43806.45,51645.79,238083.54,22975.07,10745.1,conventional,Detroit
1.54,536.02,2580.25,0.0,23013.22,5269.54,0.0,organic,Detroit
1.53,5533.88,56942.67,41375.68,52518.28,4885.96,8466.2,conventional,Grand Rapids
1.58,60.32,1961.17,0.0,7866.17,19.62,0.0,organic,Grand Rapids
1.35,625321.95,792338.52,238698.06,1383683.2,658582.57,63491.05,conventional,Great Lakes
1.61,3567.68,22223.18,28.24,161116.62,16406.05,0.0,organic,Great Lakes
1.19,66572.94,177771.16,452.69,78189.7,33277.23,743.33,conventional,Harrisburg/Scranton
1.64,241.93,399.56,0.0,5661.65,3370.13,0.0,organic,Harrisburg/Scranton
1.51,6479.87,303816.19,576.56,53538.34,10543.88,266.67,conventional,Hartford/Springfield
2.32,464.75,5469.62,0.0,6831.05,4.84,0.0,organic,Hartford/Springfield
1.09,446101.37,175332.5,3819.26,170814.76,432527.78,46.45,conventional,Houston
2.09,5255.84,262.14,0.0,13428.83,0.0,0.0,organic,Houston
1.32,35767.08,47442.28,5228.76,103954.8,12368.67,5868.27,conventional,Indianapolis
1.59,283.18,861.8,21.79,4009.63,1582.93,0.0,organic,Indianapolis
1.46,77075.08,7889.85,725.95,34902.45,71585.54,1600.0,conventional,Jacksonville
1.81,76.12,214.81,0.0,2201.12,0.0,0.0,organic,Jacksonville
1.26,67292.31,75747.5,3387.93,81667.19,120969.23,13.03,conventional,Las Vegas
1.97,1437.56,1178.66,0.0,8773.29,1120.37,0.0,organic,Las Vegas
1.37,910737.58,335107.26,164994.2,1235700.15,195749.86,210212.42,conventional,Los Angeles
1.83,14294.17,26079.94,0.0,75213.78,361.68,0.0,organic,Los Angeles
1.33,22124.96,12375.83,183.52,46128.29,25105.9,2147.77,conventional,Louisville
1.54,2.48,624.46,0.0,3655.69,904.47,0.0,organic,Louisville
1.36,306479.02,31151.87,4715.96,129954.07,429871.07,30.0,conventional,Miami/Ft. Lauderdale
1.37,533.48,0.0,0.0,1318.88,0.0,0.0,organic,Miami/Ft. Lauderdale
1.39,1057433.46,911726.45,33901.01,1119521.71,367328.62,27190.73,conventional,Midsouth
1.51,1577.12,30707.27,192.61,126683.72,16580.27,0.0,organic,Midsouth
1.23,101717.14,7300.78,428.0,122248.05,28804.46,4803.34,conventional,Nashville
1.36,64.04,1268.06,0.0,9891.51,797.57,0.0,organic,Nashville
1.11,175681.12,21438.66,821.02,78370.53,38092.56,3413.34,conventional,New Orleans/Mobile
0.95,701.8,0.0,0.0,7247.77,0.0,0.0,organic,New Orleans/Mobile
1.6,48200.16,1118389.0,16626.54,366275.96,180535.7,1128.72,conventional,New York
2.03,18465.14,15120.55,426.36,47639.26,8557.01,0.0,organic,New York
1.41,252733.49,3784334.19,25602.01,1032790.25,475143.21,5352.39,conventional,Northeast
1.85,25912.44,35638.6,369.93,133835.73,59996.4,0.0,organic,Northeast
1.09,9099.28,734254.11,331.95,26142.25,34732.19,96.67,conventional,Northern New England
1.64,257.2,5539.73,0.0,18071.34,7242.41,0.0,organic,Northern New England
1.27,204640.65,14717.41,3542.13,111862.2,153597.64,363.33,conventional,Orlando
1.33,115.23,0.0,0.0,801.25,0.0,0.0,organic,Orlando
1.39,30702.35,289979.66,2896.98,131514.56,70780.94,654.44,conventional,Philadelphia
1.72,3566.26,3437.96,0.0,13485.82,6296.24,0.0,organic,Philadelphia
1.09,340354.24,258146.23,9513.05,240500.17,284287.35,29.24,conventional,Phoenix/Tucson
1.74,2120.74,2632.66,0.0,12690.22,1634.69,0.0,organic,Phoenix/Tucson
1.24,34400.45,15242.03,1235.52,31576.45,58742.56,388.89,conventional,Pittsburgh
1.53,651.17,60.23,0.0,6388.21,0.0,0.0,organic,Pittsburgh
1.32,787561.03,482050.15,22600.98,543095.5,112187.9,55779.86,conventional,Plains
1.38,7554.55,5979.07,2.18,61381.0,9182.1,0.0,organic,Plains
1.56,78410.53,172831.24,15436.95,184585.8,127276.46,5736.2,conventional,Portland
2.31,784.3,7897.34,0.0,1111.9,17964.26,63.4,organic,Portland
1.42,155894.69,61713.24,7878.99,97105.44,17200.22,6.67,conventional,Raleigh/Greensboro
1.72,67.49,5110.85,41.4,7706.34,0.0,0.0,organic,Raleigh/Greensboro
1.31,80384.11,55306.42,2061.91,121720.17,21555.96,1134.45,conventional,Richmond/Norfolk
1.26,45.93,2355.6,31.19,14287.67,1728.68,0.0,organic,Richmond/Norfolk
1.3,50078.52,27482.45,135.96,64019.47,28823.32,1236.67,conventional,Roanoke
1.38,7.87,960.72,0.0,8606.56,1078.62,0.0,organic,Roanoke
1.78,122341.32,237645.31,4488.84,81355.68,20062.45,4483.14,conventional,Sacramento
1.98,3927.93,3582.34,0.0,4530.25,0.0,0.0,organic,Sacramento
1.47,99264.54,127519.94,26132.89,183350.5,71131.27,4211.01,conventional,San Diego
1.87,4091.03,10430.33,0.0,14144.34,101.81,0.0,organic,San Diego
1.82,185875.58,442823.59,13462.24,148692.09,53199.79,10956.59,conventional,San Francisco
2.32,9684.01,7153.76,0.0,9820.17,0.0,0.0,organic,San Francisco
1.8,98595.85,162268.46,1114.17,142674.95,136766.24,89.67,conventional,Seattle
2.12,796.23,19908.01,0.0,1813.04,55664.32,4.35,organic,Seattle
1.36,186108.56,42588.01,2515.2,136705.19,43603.51,12906.67,conventional,South Carolina
1.91,241.79,4055.3,17.99,9614.66,2185.1,0.0,organic,South Carolina
